name,developer,publisher,popular_tags,game_details,genre
Beyond Gravity,Qwiboo Ltd,"Qwiboo Ltd,Qwiboo Ltd","Casual,Action,Indie,Space","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Action,Casual"
Madballs in Babo:Invasion,Playbrains,"Playbrains,Playbrains","Indie,Action,Top-Down,Shooter,Co-op,Multiplayer","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",Indie
Super Laser  Racer,New Star Games Ltd,"New Star Games Ltd,New Star Games Ltd","Racing,Indie,Action","Single-player,Multi-player,Steam Achievements,Partial Controller Support","Action,Indie,Racing"
AaAaAA!!! - A Reckless Disregard for Gravity,"Dejobaan Games, LLC","Dejobaan Games, LLC,Dejobaan Games, LLC","Action,Indie,First-Person,Sports,Score Attack,Funny,Singleplayer,Comedy,Cyberpunk,Dystopian,Arcade,VR","Single-player,Steam Achievements,Steam Leaderboards","Action,Indie,Sports"
Zombie Bowl-o-Rama,MumboJumbo,"MumboJumbo,MumboJumbo","Bowling,Zombies,Casual,Sports,Singleplayer,Funny","Single-player,Multi-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Sports,Casual"
Overcast - Walden and the Werewolf (Soundtrack),Microblast Games,,"Casual,Action,Free to Play,Indie","Single-player,Downloadable Content,Profile Features Limited 
									",Casual
Knytt Underground,Nifflas' Games,"Ripstone,Ripstone","Indie,Platformer,Adventure,Exploration,Metroidvania,Female Protagonist,Great Soundtrack,Violent,Atmospheric,2D,Sexual Content,Puzzle","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie"
Car Mechanic Simulator 2015 - Youngtimer,Red Dot Games,"PlayWay S.A.,PlayWay S.A.","Simulation,Racing,First-Person,Singleplayer,Atmospheric,Realistic,Relaxing","Single-player,Downloadable Content","Racing,Simulation"
Curse: The Eye of Isis,Asylum entertainment,"Microids,Microids","Adventure,Survival Horror,Horror,Action",Single-player,Adventure
Electronic Super Joy: Groove City,"Michael Todd Games,Yazar Media Group LLC","Yazar Media Group LLC,Yazar Media Group LLC","Indie,Platformer,Action,Great Soundtrack,Difficult,Pixel Graphics","Single-player,Steam Achievements,Full controller support,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie"
Frederic: Evil Strikes Back,Forever Entertainment S. A.,"Forever Entertainment S. A.,Forever Entertainment S. A.","Casual,Indie,Music,Action,Great Soundtrack,Comedy,Rhythm,Touch-Friendly","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Casual,Indie"
Frederic: Resurrection of Music,Forever Entertainment S. A.,"Forever Entertainment S. A.,Forever Entertainment S. A.","Indie,Music,Casual,Action,Rhythm,Great Soundtrack,Comedy,Touch-Friendly","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Casual,Indie"
The Treasures of Montezuma 4,Alawar Entertainment,"Buka Entertainment,Buka Entertainment","Casual,Match 3,Indie,Adventure,Atmospheric,Puzzle,Cute","Single-player,Steam Achievements,Steam Trading Cards,Commentary available","Adventure,Casual,Indie"
DLC Quest,Going Loud Studios,"Going Loud Studios,Going Loud Studios","Platformer,Indie,Satire,Comedy,Short,Parody,Pixel Graphics,2D,Singleplayer,Funny,Retro,Casual,Adventure,Side Scroller,Exploration,Metroidvania,Action,Memes,Zombies,Dark Comedy","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",Indie
Fantasy Wars,Ino-Co,"1C Entertainment,1C Entertainment","Strategy,Fantasy,Turn-Based,Turn-Based Strategy,Singleplayer","Single-player,Multi-player,Steam Cloud,Includes level editor",Strategy
Sol Survivor,Cadenza Interactive,"Cadenza Interactive,Cadenza Interactive","Tower Defense,Strategy,Indie,Co-op,Sci-fi,Multiplayer,Singleplayer,Survival,Addictive","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Indie,Strategy"
The Haunted: Hells Reach,KTX Software,"Signo & Arte,Signo & Arte","Action,Indie,Gore,Co-op,Third-Person Shooter,Zombies,Multiplayer,Shooter,Horror,Demons,Survival","Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Indie"
Magicka: Vietnam,Arrowhead Game Studios,"Paradox Interactive,Paradox Interactive","Action,RPG,Magic","Single-player,Multi-player,Co-op,Shared/Split Screen,Downloadable Content,Partial Controller Support,Valve Anti-Cheat enabled,Steam Leaderboards","Action,RPG"
Seven Kingdoms 2 HD,Enlight Software Limited,"Enlight Software Limited,Enlight Software Limited","Strategy,Indie,Simulation,RTS,Classic","Single-player,Multi-player","Indie,Simulation,Strategy"
Cherry Tree High I! My! Girls!,773,"Nyu Media,Nyu Media","Indie,Visual Novel,Adventure,Anime,Cute,Female Protagonist,Comedy","Single-player,Steam Trading Cards,Partial Controller Support",Indie
Phantom Breaker: Battle Grounds - Kurisu Makise + Level 99 Pack,MAGES. Inc.,"Degica,Degica","Action,Anime","Single-player,Shared/Split Screen,Downloadable Content,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action
how do you Do It?,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka","none,none","Free to Play,Indie,Nudity,Female Protagonist,Short,Singleplayer,Sexual Content,Mature,Pixel Graphics,2D,Memes,Experimental,Masterpiece,Atmospheric",Single-player,"Free to Play,Indie"
Last Word,Twelve Tiles,"Degica,Degica","Indie,RPG,Adventure,Casual,Female Protagonist,RPGMaker,Story Rich,Pixel Graphics,Great Soundtrack,JRPG,Visual Novel,Retro,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Casual,Indie,RPG"
NEO AQUARIUM - The King of Crustaceans -,Nussoft,"AGM PLAYISM,AGM PLAYISM","Indie,Action,Underwater,Shooter,Multiplayer,Bullet Hell,Comedy,Shoot 'Em Up,Sci-fi,Third Person,Fighting,Arcade,Singleplayer,Funny,Memes,Fantasy,Survival,Sandbox,Atmospheric,Great Soundtrack","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie"
Portal of Evil: Stolen Runes Collector's Edition,8Floor,"8Floor,8Floor","Casual,Adventure,Hidden Object,Point & Click,Female Protagonist,Puzzle","Single-player,Steam Achievements,Steam Trading Cards","Adventure,Casual"
Car Mechanic Simulator 2015 - Trader Pack,Red Dot Games,"PlayWay S.A.,PlayWay S.A.","Simulation,Racing,Singleplayer,Atmospheric,Realistic,First-Person,Education,Great Soundtrack,Relaxing,Management,Inventory Management","Single-player,Downloadable Content","Racing,Simulation"
in Space,Ed Curtis-Sivess,"Ysty Games,Ysty Games","Action,Indie,Pixel Graphics,Shoot 'Em Up","Single-player,Steam Trading Cards","Action,Indie"
Star Crusade CCG,"ZiMAD, Inc.","ZiMAD, Inc.,ZiMAD, Inc.","Free to Play,Card Game,Trading Card Game,Strategy,Early Access,Casual,Massively Multiplayer,Space,Sci-fi","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Steam Turn Notifications,Includes Source SDK,Commentary available","Casual,Free to Play,Massively Multiplayer,Strategy"
Electric Highways,"Zykov Eddy,Xitilon","Siberian Digital,Siberian Digital","Free to Play,Indie,Adventure,Walking Simulator,Atmospheric,First-Person,Puzzle,Horror,Surreal,1980s,Cyberpunk,Retro,Singleplayer,Great Soundtrack,Psychological Horror,Pixel Graphics,Sci-fi",Single-player,"Adventure,Free to Play,Indie"
Stargunner,3D Realms,"3D Realms (Apogee Software),3D Realms (Apogee Software)","Action,Free to Play,Shoot 'Em Up","Single-player,Partial Controller Support","Action,Free to Play"
Cosmophony,Bento-Studio,"Frogames,Frogames","Indie,Action,Music,Difficult,Fast-Paced","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie"
9 Clues 2: The Ward,Tap It Games,"Artifex Mundi,Artifex Mundi","Hidden Object,Adventure,Casual,Point & Click,Singleplayer,Horror,Puzzle,Female Protagonist,Mystery,Story Rich,Atmospheric,Indie,2D,Fantasy,Great Soundtrack,Family Friendly","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual"
Unmechanical,Talawa Games,"Teotl Studios,Teotl Studios","Indie,Adventure,Puzzle,Casual,Physics,Platformer,Robots","Single-player,Steam Achievements,Partial Controller Support","Adventure,Casual,Indie"
NightSky,"Nicalis, Inc.","Nicalis, Inc.,Nicalis, Inc.","Indie,Platformer,Casual,Puzzle,Physics,Atmospheric,Strategy,2D,Short,Singleplayer,Relaxing,Great Soundtrack",Single-player,"Casual,Indie,Strategy"
Fortix,Nemesys Games,"Nemesys Games,Nemesys Games","Indie,Casual,Arcade,Fantasy,Singleplayer,Dragons,Puzzle,Strategy,Masterpiece,2D","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",Indie
Lost Horizon,Animation Arts,"Deep Silver,Deep Silver","Adventure,Point & Click,Puzzle",Single-player,Adventure
Scoregasm,RC Knight,"Charlie's Games,Charlie's Games","Action,Indie,Twin Stick Shooter,Bullet Hell,Score Attack,Shoot 'Em Up","Single-player,Steam Achievements,Stats","Action,Indie"
Lightfish,Eclipse Games,,"Indie,Action,Puzzle,Casual,Arcade","Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Action,Indie"
Adventures of Shuggy,Smudged Cat Games Ltd,"Smudged Cat Games Ltd,Smudged Cat Games Ltd","Platformer,Indie,Puzzle,Puzzle-Platformer,Local Co-Op,2D,Singleplayer,Co-op,Time Manipulation,Local Multiplayer,Action","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards",Indie
Luxor Evolved,MumboJumbo,"MumboJumbo,MumboJumbo","Casual,Action,Indie,Match 3,Arcade,Puzzle","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie,Casual"
Hard Reset: Exile DLC,Flying Wild Hog,"Good Shepherd Entertainment,Good Shepherd Entertainment","Action,Cyberpunk","Single-player,Downloadable Content,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action
iBomber Defense Pacific,Cobra Mobile,"Cobra Mobile,Cobra Mobile","Tower Defense,Strategy,Casual,Indie,World War II,2D",Single-player,"Casual,Indie,Strategy"
Warlock - Master of the Arcane,Ino-Co Plus,"Paradox Interactive,Paradox Interactive","Strategy,Turn-Based Strategy,Fantasy,Turn-Based,4X,Magic,Hex Grid,Multiplayer,Singleplayer,RPG","Single-player,Multi-player,Steam Trading Cards",Strategy
Ichi,Stolen Couch Games,"Stolen Couch Games,Stolen Couch Games","Casual,Indie,Puzzle,Strategy,2D,Singleplayer,Minimalist,Touch-Friendly","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Casual,Indie,Strategy"
Hotline Miami 2: Wrong Number Digital Comic,"Dennaton Games,Dayjob Studio","Devolver Digital,Devolver Digital","Comic Book,Indie",Single-player,
Unhack,InvertMouse,"InvertMouse,InvertMouse","Indie,Anime,Puzzle,Visual Novel,Short,Singleplayer","Single-player,Steam Trading Cards",Indie
Cubot,Nicolas Pierre-Loti-Viaud,"Nicolas Pierre-Loti-Viaud,Nicolas Pierre-Loti-Viaud","Indie,Puzzle,Minimalist,Casual","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",Indie
Containment: The Zombie Puzzler,Bootsnake Games,"Bootsnake Games,Bootsnake Games","Casual,Indie,Puzzle,Zombies,Singleplayer","Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie"
Comedy Quest,Trav Nash,"Crothers Games,Crothers Games","Free to Play,Casual,Indie,Adventure,Point & Click,Comedy,Multiplayer,Pixel Graphics,Funny","Single-player,Partial Controller Support","Adventure,Casual,Free to Play,Indie"
SC2VN - The eSports Visual Novel,Team Eleven,"Team Eleven,Team Eleven","Visual Novel,Anime,Free to Play,Indie,Casual,Simulation,RPG,Adventure,e-sports,Nudity,Memes,Psychological Horror,Romance",Single-player,"Adventure,Casual,Free to Play,Indie,RPG,Simulation"
Construction Simulator 2015: Vertical Skyline,weltenbauer. Software Entwicklung GmbH,"astragon Entertainment,astragon Entertainment","Simulation,Casual","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud","Casual,Simulation"
Siralim,Thylacine Studios,"Thylacine Studios LLC,Thylacine Studios LLC","RPG,Indie,Fantasy,Turn-Based,Retro,Rogue-lite,Rogue-like","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Indie,RPG"
POSTAL 2: Paradise Lost,Running With Scissors,,"Action,Adventure,Indie,Comedy,FPS,Dark Humor,Gore,Post-apocalyptic,Open World,Violent,Classic,Singleplayer,Shooter,First-Person,Nudity,Sandbox,Zombies,Horror,Great Soundtrack,Family Friendly","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Profile Features Limited 
									","Action,Adventure,Indie"
Planet of the Eyes,Cococucumber,"Cococucumber,Cococucumber","Adventure,Indie,Action,Platformer,Robots,Short,Puzzle-Platformer,Puzzle,2D","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie"
Blitzkrieg Anthology,Nival,"Nival,Nival","Strategy,World War II,RTS,War,Military,Singleplayer,Historical,Real Time Tactics,Classic,Tanks,Tactical,Atmospheric,Realistic,Difficult,Great Soundtrack,Dynamic Narration,Masterpiece,Multiplayer",Single-player,Strategy
Doorways: Holy Mountains of Flesh,Saibot Studios,"Saibot Studios,Saibot Studios","Horror,Action,Adventure,Indie,Lovecraftian,Gore,Demons,Survival Horror,Psychological Horror,First-Person,Difficult,Survival,Early Access,Dark,Singleplayer,Third Person,3D Vision,Mature,Story Rich,3D Platformer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie"
Fox & Flock,Smarter Games,"Flying Interactive,Flying Interactive","Casual,Indie,Puzzle,Horror,Board Game","Single-player,Shared/Split Screen,Steam Trading Cards","Casual,Indie"
Spermination,Phr00t's Software,"Phr00t's Software,Phr00t's Software","Action,Indie,Racing,Comedy,Simulation,Memes,First-Person,Singleplayer,Story Rich,Atmospheric,Female Protagonist,Sexual Content,Adventure,FPS","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie,Racing"
Nightmares from the Deep 3: Davy Jones,Artifex Mundi,"Artifex Mundi,Artifex Mundi","Hidden Object,Adventure,Point & Click,Casual,Puzzle,Female Protagonist,Pirates,Mystery,Fantasy,Singleplayer,2D,Story Rich,Family Friendly,Indie,Horror,Great Soundtrack,Atmospheric","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual"
Corporate Lifestyle Simulator,DolphinBarn,"DolphinBarn,DolphinBarn","Indie,Action,Zombies,Casual,Pixel Graphics,Great Soundtrack,Simulation,Gore,Isometric,Funny,Shooter","Single-player,Full controller support","Action,Casual,Indie"
Nightmares from the Deep: The Cursed Heart,Artifex Mundi,"Artifex Mundi,Artifex Mundi","Hidden Object,Adventure,Casual,Point & Click,Puzzle,Pirates,Female Protagonist,Horror,Singleplayer,Fantasy,Mystery,Story Rich,Atmospheric,Indie,2D,Great Soundtrack,Family Friendly","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual"
Absent,FNGames,"FNGames,FNGames","Free to Play,Adventure,Horror,Point & Click,Comedy,Funny,Singleplayer,Multiplayer",Single-player,"Adventure,Free to Play"
Reverse Crawl,Nerdook Productions,"Digerati,Digerati","Strategy,RPG,Indie,Turn-Based,Turn-Based Tactics,Villain Protagonist","Single-player,Steam Achievements,Steam Leaderboards","Indie,RPG,Strategy"
Silver Creek Falls: Chapter 1,Sapphire Dragon Productions,"Sapphire Dragon Productions,Sapphire Dragon Productions","Free to Play,Horror,RPGMaker,Indie,Adventure,Mystery,Detective,Story Rich,Great Soundtrack,Female Protagonist,Hidden Object,Pixel Graphics,2D,Singleplayer,RPG","Single-player,Steam Achievements","Adventure,Free to Play,Indie"
Spooky Cats,Russpuppy,"Russpuppy,Russpuppy","Action,Casual,Indie,Platformer,Dark,Cats,Dark Comedy,Puzzle-Platformer,Dark Humor,Horror,Cute,Singleplayer,Female Protagonist,2D,Short","Single-player,Steam Trading Cards,Partial Controller Support","Action,Casual,Indie"
Putt-Putt® Joins the Parade,Humongous Entertainment,"Humongous Entertainment,Nightdive Studios,Humongous Entertainment,Nightdive Studios","Adventure,Point & Click,Family Friendly,Casual,Singleplayer,Cult Classic,Classic,Politics,Dark Humor,Atmospheric",Single-player,"Adventure,Casual"
Vanguard Princess Director's Cut,Tomoaki Sugeno,"eigoMANGA,eigoMANGA","Action,Anime,Sexual Content,Indie,Free to Play,Casual,Fighting,2D Fighter","Single-player,Local Multi-Player,Shared/Split Screen,Downloadable Content,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Profile Features Limited 
									","Action,Casual,Free to Play,Indie"
Castlevania: Lords of Shadow 2 - Revelations DLC,MercurySteam,"Konami Digital Entertainment,Konami Digital Entertainment","Action,Adventure,Hack and Slash","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure"
Bad Mojo Redux,Pulse Entertainment,"Nightdive Studios,Nightdive Studios","Adventure,Simulation,FMV,Horror,Puzzle,1990's,Point & Click",Single-player,"Adventure,Simulation"
Journey of a Roach,"Koboldgames,Daedalic Entertainment","Daedalic Entertainment,Daedalic Entertainment","Adventure,Point & Click,Indie,Puzzle,Comedy,Singleplayer,Short,Post-apocalyptic,Casual,Cute,Controller","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie"
Edna & Harvey: The Breakout,Daedalic Entertainment,"Daedalic Entertainment,Daedalic Entertainment","Point & Click,Adventure,Comedy,Indie,Funny,Dark Humor,Female Protagonist,Singleplayer,Psychological,2D,Puzzle,Story Rich","Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Indie"
"10,000,000",EightyEightGames,"EightyEightGames,EightyEightGames","Match 3,Indie,Puzzle,Casual,Pixel Graphics,RPG,Mouse only,Singleplayer,Retro,Action,Touch-Friendly,Addictive,2D,Fantasy,Strategy,Great Soundtrack,Rogue-lite,Dungeon Crawler,Rogue-like,Family Friendly","Single-player,Steam Achievements,Steam Trading Cards","Action,Casual,Indie,RPG"
