user,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
160469883,Left4Dead2,TeamFortress2,CounterStrikeGlobalOffensive,Left4Dead,Unturned,Dota2,ClickerHeroes,PAYDAYTheHeist,JustCause2,HeroesGenerals,FTLFasterThanLight,XCOMEnemyUnknown,Magicka,DontStarveTogetherBeta,TheWitcherEnhancedEdition,AlienSwarm,Warface,CallofDutyModernWarfare2,StarWarsRepublicCommando,FalloutNewVegas
160598077,MountBladeWarband,TotalWarROMEIIEmperorEdition,EmpireTotalWar,PrisonArchitect,RedOrchestraOstfront4145,MightMagicHeroesVI,TotalWarSHOGUN2,OddworldAbesOddysee,XCOMEnemyUnknown,RisingStormRedOrchestra2Multiplayer,CrusaderKingsII,FracturedSpace,PatchtestingforChivalry,GuacameleeGoldEdition,AlienSwarm,DeathmatchClassic,RiskofRain,OrcsMustDie2,JustCause2,MedievalIITotalWarKingdoms
160601937,ArmaColdWarAssault,Torchlight,WAKFU,FalloutNewVegas,TheElderScrollsVSkyrim,WaroftheRoses,OrcsMustDie,TheWitcher2AssassinsofKingsEnhancedEdition,WolfensteinTheNewOrder,Anno2070,PokerNightattheInventory,GameDevTycoon,ShadowrunReturns,AmericasArmy3,DarkMessiahofMightMagicMultiPlayer,MightMagicHeroesVI,MagicDuels,MassEffect,CommandandConquerRedAlert3Uprising,DeusExHumanRevolutionDirectorsCut
160640171,ArmaColdWarAssault,MountBladeWarband,MightMagicHeroesVI,GuacameleeGoldEdition,RedOrchestraOstfront4145,TheWitcher2AssassinsofKingsEnhancedEdition,WormsReloaded,APBReloaded,SpaceEngineers,DontStarveTogetherBeta,TheSwapper,DragonAgeOrigins,ShadowrunReturns,JustCause2,Warhammer40000DawnofWarIIChaosRising,Defiance,CommandandConquerRedAlert3Uprising,OrcsMustDie,H1Z1TestServer,PokerNightattheInventory
160673726,EmpireTotalWar,TotalWarSHOGUN2,PrisonArchitect,AlienSwarm,PatchtestingforChivalry,NapoleonTotalWar,SniperEliteV2,CrusaderKingsII,WarThunder,MountBladeWarband,PAYDAY2,XCOMEnemyUnknown,DontStarve,DeadIsland,Neverwinter,TheForest,SidMeiersCivilizationV,OperationFlashpointDragonRising,MedievalIITotalWarKingdoms,PathofExile
160725611,NEOTOKYO,ArmaColdWarAssault,Unturned,DontStarve,TotalWarROMEIIEmperorEdition,CounterStrike,CastleCrashers,Ricochet,TheForest,EmpireTotalWar,Starbound,GarrysMod,DayZ,JustCause,SniperEliteV2,CallofDutyBlackOps,CallofDutyModernWarfare3,SeriousSam3BFE,Portal,Loadout
160749747,NEOTOKYO,ArmaColdWarAssault,JustCause2,APBReloaded,RedOrchestraOstfront4145,BatmanArkhamOrigins,OddworldAbesOddysee,MountBladeWarband,TheBindingofIsaac,CallofDutyAdvancedWarfareMultiplayer,SourceFilmmaker,MightMagicHeroesVI,WormsReloaded,GuacameleeGoldEdition,Defiance,TheElderScrollsIVOblivion,HalfLife2EpisodeOne,Elsword,Arma2OperationArrowhead,RealmoftheMadGod
160767652,CompanyofHeroesNewSteamVersion,CallofDutyModernWarfare2Multiplayer,TheWitcher2AssassinsofKingsEnhancedEdition,Dishonored,DontStarveTogetherBeta,MetroLastLight,Awesomenauts,Torchlight,NaturalSelection2,FINALFANTASYVII,ShadowrunReturns,CallofDutyBlackOps,TheBindingofIsaac,WolfensteinTheNewOrder,Crysis2MaximumEdition,MassEffect,CallofDutyModernWarfare2,Metro2033,WAKFU,Fallout
160791508,TheBindingofIsaac,TeleglitchDieMoreEdition,Audiosurf,StarTrekOnline,HitmanAbsolution,Borderlands2,TheWalkingDead,DayZ,DeadIslandEpidemic,DarkSoulsPreparetoDieEdition,DarksidersII,WAKFU,TheWolfAmongUs,EuropaUniversalisIV,MedievalIITotalWar,TotalWarROMEIIEmperorEdition,OverlordII,RealmoftheMadGod,Arma2DayZMod,ZombiePanicSource
160819372,NEOTOKYO,ArmaColdWarAssault,DontStarve,Ricochet,CallofDutyBlackOps,Warframe,Robocraft,ChivalryMedievalWarfare,CallofDutyBlackOpsMultiplayer,CounterStrike,FootballManager2013,EmilyisAway,Terraria,Unturned,CallofDutyModernWarfare2,TheForest,Starbound,CastleCrashers,RiseofIncarnates,FistfulofFrags
160844169,Unturned,Warframe,DontStarve,Ricochet,Left4Dead2,PAYDAY2,DCUniverseOnline,CallofDutyModernWarfare3,CallofDutyBlackOps,TheWitcher2AssassinsofKingsEnhancedEdition,CounterStrike,DarkMessiahofMightMagicMultiPlayer,CastleCrashers,GrandTheftAutoV,PathofExile,Robocraft,CounterStrikeSource,TorchlightII,Portal,Neverwinter
160883669,RocketLeague,Borderlands2,Unturned,DeadIsland,EuropaUniversalisIV,TheElderScrollsVSkyrim,Left4Dead2,DontStarve,TombRaider,Magicka,Loadout,CallofDutyAdvancedWarfareMultiplayer,DirtyBomb,CounterStrikeNexonZombies,theHunter,CastleCrashers,WolfensteinTheNewOrder,AliensvsPredator,Trove,DarkMessiahofMightMagicMultiPlayer
160887309,Dota2,ArmaColdWarAssault,CounterStrikeGlobalOffensive,AlienSwarm,TotalWarROMEIIEmperorEdition,CallofDutyModernWarfare3,Insurgency,EastIndiaCompanyGold,WarThunder,CastleCrashers,NoMoreRoominHell,HeroesGenerals,DCUniverseOnline,HalfLife2Deathmatch,CounterStrike,CallofDutyAdvancedWarfare,SidMeiersCivilizationV,XCOMEnemyUnknown,PathofExile,Left4Dead2
160922242,Portal2,Borderlands,Portal,JustCause2,HalfLife2EpisodeOne,SourceFilmmaker,DirtyBomb,BattlefieldBadCompany2,EuroTruckSimulator2,Audiosurf,AmnesiaTheDarkDescent,NaturalSelection2,ArcheAge,AgeofEmpiresIIHDEdition,PokerNightattheInventory,APBReloaded,Blender276b,DarkSoulsPreparetoDieEdition,CounterStrikeSource,CallofDutyBlackOps
160928826,ArmaColdWarAssault,APBReloaded,JustCause2,MightMagicHeroesVI,WormsReloaded,GuacameleeGoldEdition,RedOrchestraOstfront4145,MountBladeWarband,OddworldAbesOddysee,CompanyofHeroesTalesofValor,Warhammer40000DawnofWarIIChaosRising,ShadowrunReturns,DragonAgeOrigins,PokerNightattheInventory,MortalKombatKollection,TheSwapper,Fallout,HalfLife2EpisodeOne,SourceFilmmaker,WarlockMasteroftheArcane
160937329,NEOTOKYO,ArmaColdWarAssault,SourceFilmmaker,ZombiePanicSource,StarWarsKnightsoftheOldRepublic,GarrysMod,JustCause2,EastIndiaCompanyGold,WormsReloaded,RealmoftheMadGod,Blender276b,Left4Dead,DarkSoulsPreparetoDieEdition,MortalKombatKollection,TheBindingofIsaac,Elsword,Borderlands,Arma2OperationArrowhead,FEAROnline,BlacklightRetribution
160965612,ArmaColdWarAssault,ShadowrunReturns,Left4Dead2,MightMagicHeroesVI,APBReloaded,WolfensteinTheNewOrder,JustCause2,GuacameleeGoldEdition,Fallout,WormsReloaded,Defiance,TheElderScrollsVSkyrim,StarWarsKnightsoftheOldRepublic,DragonAgeOrigins,TheSwapper,Left4Dead,WaroftheRoses,Awesomenauts,MassEffect,OddworldAbesOddysee
161007736,CounterStrikeSource,CounterStrike,Unturned,H1Z1,Arma2OperationArrowhead,DayZ,GarrysMod,TomClancysGhostReconPhantomsNA,NapoleonTotalWar,TheForest,Rust,AlienSwarm,Left4Dead,AmericasArmyProvingGrounds,GrandTheftAutoIV,EastIndiaCompanyGold,EuropaUniversalisIV,DefyGravity,HalfLife2,RealmoftheMadGod
161013852,Unturned,Left4Dead2,DontStarve,Ricochet,Warframe,DCUniverseOnline,PAYDAY2,CounterStrike,CastleCrashers,DarkMessiahofMightMagicMultiPlayer,CallofDutyModernWarfare3,TheWitcher2AssassinsofKingsEnhancedEdition,CallofDutyBlackOps,TorchlightII,PathofExile,SidMeiersCivilizationV,Robocraft,GrandTheftAutoV,TombRaider,FreetoPlay
161046658,NEOTOKYO,ArmaColdWarAssault,MountBladeWarband,TotalWarROMEIIEmperorEdition,NapoleonTotalWar,SidMeiersCivilizationV,WarThunder,XCOMEnemyUnknown,CallofDutyModernWarfare2,DontStarve,PrisonArchitect,TeleglitchDieMoreEdition,FootballManager2015,OddworldAbesOddysee,Besiege,CompanyofHeroesOpposingFronts,APBReloaded,GalacticCivilizationsIIUltimateEdition,FracturedSpace,StrongholdKingdoms
161062314,ArmaColdWarAssault,DontStarve,Unturned,Left4Dead2,Warframe,Ricochet,DCUniverseOnline,GrandTheftAutoV,CounterStrike,CastleCrashers,PAYDAY2,CallofDutyModernWarfare3,CounterStrikeSource,CallofDutyBlackOps,TeamFortress2,DarkMessiahofMightMagicMultiPlayer,TheWitcher2AssassinsofKingsEnhancedEdition,CounterStrikeConditionZero,CounterStrikeGlobalOffensive,NEOTOKYO
161063960,CallofDutyBlackOpsMultiplayer,DayZ,CallofDutyAdvancedWarfareMultiplayer,CallofDutyWorldatWar,CallofDutyModernWarfare3Multiplayer,Rust,Arma2OperationArrowhead,CallofDutyModernWarfare2Multiplayer,AmericasArmyProvingGrounds,CallofDutyBlackOpsIIMultiplayer,CallofDutyBlackOpsIIZombies,AceofSpades,CallofDutyBlackOpsII,GRID2,Firefall,DeadIslandRiptide,TheForest,AgeofEmpiresIIICompleteCollection,StarWarsEmpireatWarGold,SeriousSam3BFE
161084061,ArmaColdWarAssault,DontStarve,Unturned,Ricochet,Left4Dead2,Warframe,DCUniverseOnline,TheWitcher2AssassinsofKingsEnhancedEdition,CallofDutyModernWarfare3,GrandTheftAutoV,CounterStrike,SidMeiersCivilizationV,TorchlightII,Portal,DarkMessiahofMightMagicMultiPlayer,CastleCrashers,CallofDutyBlackOps,PAYDAY2,FreetoPlay,Loadout
161103820,DayZ,CallofDutyBlackOpsIIMultiplayer,CallofDutyModernWarfare3Multiplayer,Robocraft,GrandTheftAutoV,BattlefieldBadCompany2,HalfLife2,AceofSpades,AmericasArmyProvingGrounds,JustCause,Rust,UberStrike,DefyGravity,CallofDutyBlackOps,TomClancysGhostReconPhantomsNA,Trove,Hammerwatch,CallofDutyBlackOpsMultiplayer,MaxPayne3,DoubleActionBoogaloo
161117453,TeamFortress2,DontStarve,Left4Dead2,CounterStrikeGlobalOffensive,DCUniverseOnline,CastleCrashers,Warframe,CounterStrike,HalfLife2Deathmatch,Ricochet,CallofDutyModernWarfare3,Terraria,Robocraft,TorchlightII,CallofDutyModernWarfare2,NoMoreRoominHell,GrandTheftAutoV,CallofDutyBlackOps,CounterStrikeSource,TotalWarROMEIIEmperorEdition
161139120,HalfLife2EpisodeOne,HalfLife2EpisodeTwo,NapoleonTotalWar,RocketLeague,FalloutNewVegas,Hammerwatch,FEARExtractionPoint,RealmoftheMadGod,CompanyofHeroes2,CodenameCURE,EastIndiaCompanyGold,TheStanleyParable,BrickForce,Portal2,LIMBO,TheForest,WaroftheRosesBalanceBeta,Borderlands,AmericasArmyProvingGrounds,Elsword
161140815,ArmaColdWarAssault,RedOrchestraOstfront4145,TotalWarROMEIIEmperorEdition,MightMagicHeroesVI,MountBladeWarband,OddworldAbesOddysee,MortalKombatKollection,DarkSoulsPreparetoDieEdition,Defiance,APBReloaded,FracturedSpace,Besiege,JustCause2,GuacameleeGoldEdition,StarWarsKnightsoftheOldRepublic,Warhammer40000DawnofWarIIChaosRising,WormsReloaded,RisingStormRedOrchestra2Multiplayer,SourceFilmmaker,AdVentureCapitalist
161186800,NEOTOKYO,ArmaColdWarAssault,Left4Dead2,Unturned,JustCause2,HalfLifeDeathmatchSource,EmilyisAway,Blender276b,CompanyofHeroes,APBReloaded,PrisonArchitect,KerbalSpaceProgram,Dota2,Nosgoth,DarkMessiahofMightMagicMultiPlayer,WarThunder,TheWitcher2AssassinsofKingsEnhancedEdition,XCOMEnemyUnknown,DarkSoulsPreparetoDieEdition,CallofDutyModernWarfare2
161211955,Robocraft,NEOTOKYO,SpaceEngineers,CallofDutyBlackOpsMultiplayer,TERA,CallofDutyModernWarfare2Multiplayer,H1Z1TestServer,Dishonored,WaroftheRoses,DirtyBomb,JustCause2MultiplayerMod,Borderlands,CrysisWars,StarConflict,Ricochet,TorchlightII,Portal2,DayofDefeatSource,Firefall,BattlefieldBadCompany2
161220142,ArmaColdWarAssault,CounterStrikeGlobalOffensive,CounterStrikeSource,H1Z1,Arma2OperationArrowhead,Arma3,TheForest,CounterStrike,Rust,GrandTheftAutoIV,AmericasArmyProvingGrounds,TotalWarSHOGUN2,EmpireTotalWar,CallofDutyBlackOpsMultiplayer,GrandTheftAutoV,CallofDutyWorldatWar,TomClancysGhostReconPhantomsNA,CallofDutyGhostsMultiplayer,Besiege,EastIndiaCompanyGold
161234634,ArmaColdWarAssault,ClickerHeroes,MountBladeWarband,WaroftheRoses,StrongholdKingdoms,MightMagicHeroesVI,RedOrchestraOstfront4145,Sanctum,DeadIsland,Besiege,XCOMEnemyUnknown,AdVentureCapitalist,PrisonArchitect,KerbalSpaceProgram,MedievalIITotalWarKingdoms,OddworldAbesOddysee,H1Z1TestServer,Anno2070,EmpireTotalWar,LegendofGrimrock
161240367,TomClancysGhostReconPhantomsNA,NapoleonTotalWar,HalfLifeDeathmatchSource,HalfLife2,Trove,TeamFortress2,Unturned,DefyGravity,AlienSwarm,NoMoreRoominHell,CounterStrike,RocketLeague,Hammerwatch,TacticalIntervention,Spore,EastIndiaCompanyGold,EuroTruckSimulator2,AmericasArmyProvingGrounds,H1Z1,CounterStrikeSource
161241228,Unturned,Left4Dead2,DontStarve,Warframe,Ricochet,DCUniverseOnline,PAYDAY2,CastleCrashers,CallofDutyModernWarfare3,CallofDutyBlackOps,TheWitcher2AssassinsofKingsEnhancedEdition,PathofExile,DarkMessiahofMightMagicMultiPlayer,CounterStrike,GrandTheftAutoV,TorchlightII,CounterStrikeSource,Rust,CounterStrikeConditionZero,FreetoPlay
161248480,AliensvsPredator,CallofDutyModernWarfare2Multiplayer,SpiralKnights,H1Z1TestServer,TheWitcherEnhancedEdition,TheWitcher2AssassinsofKingsEnhancedEdition,Nosgoth,TheWalkingDead,CompanyofHeroesNewSteamVersion,ArcheAge,DarkMessiahofMightMagicMultiPlayer,AmnesiaTheDarkDescent,AgeofEmpiresIIHDEdition,CallofDutyBlackOps,ScribblenautsUnlimited,Thief,CallofDutyModernWarfare2,Trine2,InjusticeGodsAmongUsUltimateEdition,BioShockInfinite
161309693,ArmaColdWarAssault,MountBladeWarband,MightMagicHeroesVI,GuacameleeGoldEdition,RedOrchestraOstfront4145,WormsReloaded,ShadowrunReturns,APBReloaded,OddworldAbesOddysee,DragonAgeOrigins,OrcsMustDie,JustCause2,StarWarsKnightsoftheOldRepublic,Anno2070,Warhammer40000DawnofWarIIChaosRising,TheSwapper,Defiance,TheElderScrollsIIIMorrowind,Fallout,StarWarsTheForceUnleashedUltimateSithEdition
161338471,ArmaColdWarAssault,CallofDutyModernWarfare2Multiplayer,TheElderScrollsIVOblivion,Dishonored,PokerNightattheInventory,WormsReloaded,StarWarsKnightsoftheOldRepublic,TheElderScrollsIIIMorrowind,AmnesiaTheDarkDescent,DarkMessiahofMightMagicMultiPlayer,CallofDutyBlackOps,DontStarveTogetherBeta,TheWitcher2AssassinsofKingsEnhancedEdition,MetroLastLight,Borderlands,AliensvsPredator,TheWitcherEnhancedEdition,Left4Dead,SpiralKnights,GoatSimulator
161339015,NEOTOKYO,RedOrchestraOstfront4145,Arma2OperationArrowhead,MountBladeWarband,SourceFilmmaker,TheBindingofIsaac,OddworldAbesOddysee,APBReloaded,WormsReloaded,GuacameleeGoldEdition,JustCause2,DeathmatchClassic,MortalKombatKollection,Elsword,Defiance,BatmanArkhamOrigins,MightMagicHeroesVI,StarWarsKnightsoftheOldRepublic,EastIndiaCompanyGold,EndlessSpace
161361254,NEOTOKYO,RedOrchestraOstfront4145,ArmaColdWarAssault,SourceFilmmaker,JustCause2,APBReloaded,OddworldAbesOddysee,MortalKombatKollection,WormsReloaded,GuacameleeGoldEdition,Defiance,StarWarsKnightsoftheOldRepublic,BatmanArkhamOrigins,MightMagicHeroesVI,CallofDutyAdvancedWarfareMultiplayer,Elsword,DeathmatchClassic,AssassinsCreedII,Arma2OperationArrowhead,BlacklightRetribution
161366228,NapoleonTotalWar,RocketLeague,TotalWarROMEIIEmperorEdition,TotalWarSHOGUN2,PathofExile,WarThunder,ARKSurvivalEvolved,MountBladeWarband,Magicka,EastIndiaCompanyGold,EuropaUniversalisIV,TheForest,Arma2OperationArrowhead,WaroftheRosesBalanceBeta,AlienSwarm,OddworldAbesOddysee,OrcsMustDie2,RedCrucibleFirestorm,NEOTOKYO,DarkMessiahofMightMagicMultiPlayer
161383225,TheForest,CallofDutyAdvancedWarfareMultiplayer,EmilyisAway,CallofDutyGhostsMultiplayer,WAKFU,Firefall,DeadIsland,Sanctum2,CounterStrikeConditionZero,Rust,7DaystoDie,Outlast,ARKSurvivalEvolved,Arma2OperationArrowhead,CodenameCURE,PlanetaryAnnihilation,DCSWorld,GRID2,EuropaUniversalisIV,TERA
161384593,Ricochet,CounterStrike,TeamFortress2,Dota2,CounterStrikeSource,GrandTheftAutoV,GarrysMod,HalfLife2Deathmatch,Portal,CastleCrashers,AlienSwarm,GoatSimulator,Rust,Robocraft,CallofDutyBlackOps,Warframe,Portal2,H1Z1,AliensvsPredator,DontStarve
161408431,NEOTOKYO,ArmaColdWarAssault,HeroesGenerals,PathofExile,CounterStrike,TeamFortress2,WarThunder,PAYDAY2,DontStarve,Ricochet,CounterStrikeGlobalOffensive,Borderlands2,RomeTotalWar,TorchlightII,Left4Dead,DontStarveTogetherBeta,AlienSwarm,Left4Dead2,TotalWarSHOGUN2,AlanWake
161411713,GarrysMod,DeadIslandEpidemic,GrandTheftAutoEpisodesfromLibertyCity,SaintsRowTheThird,DefyGravity,GunMonkeys,TERA,NapoleonTotalWar,NoMoreRoominHell,GRID2,H1Z1,GrandTheftAutoV,CompanyofHeroes2,Hammerwatch,EuroTruckSimulator2,BrickForce,SniperEliteV2,Dizzel,GrandTheftAutoIV,Warhammer40000DawnofWarII
161420779,NEOTOKYO,ArmaColdWarAssault,RedOrchestraOstfront4145,OddworldAbesOddysee,APBReloaded,MortalKombatKollection,Arma2OperationArrowhead,SourceFilmmaker,JustCause2,MightMagicHeroesVI,GuacameleeGoldEdition,DeathmatchClassic,CallofDutyAdvancedWarfareMultiplayer,WormsReloaded,Defiance,MountBladeWarband,Elsword,EndlessSpace,StarWarsKnightsoftheOldRepublic,TheBindingofIsaac
161444156,ArmaColdWarAssault,DontStarve,Unturned,Left4Dead2,Ricochet,Warframe,CallofDutyModernWarfare3,CastleCrashers,PAYDAY2,DCUniverseOnline,CallofDutyBlackOps,Robocraft,DarkMessiahofMightMagicMultiPlayer,TheWitcher2AssassinsofKingsEnhancedEdition,GrandTheftAutoV,SidMeiersCivilizationV,Neverwinter,EmpireTotalWar,PlanetSide2,TombRaider
161615012,NEOTOKYO,ArmaColdWarAssault,RedOrchestraOstfront4145,SourceFilmmaker,MortalKombatKollection,Defiance,MountBladeWarband,APBReloaded,Arma2OperationArrowhead,CallofDutyAdvancedWarfareMultiplayer,FootballManager2015,MightMagicHeroesVI,OddworldAbesOddysee,FootballManager2012,StarWarsKnightsoftheOldRepublic,DeathmatchClassic,BatmanArkhamOrigins,MedievalIITotalWar,PrisonArchitect,EastIndiaCompanyGold
161623464,Portal,CounterStrikeSource,H1Z1,CounterStrike,Ricochet,Rust,PlanetSide2,TheForest,GrandTheftAutoIV,CallofDutyBlackOpsMultiplayer,DirtyBomb,SeriousSam3BFE,Arma3,CallofDutyModernWarfare3Multiplayer,AceofSpades,Arma2OperationArrowhead,CallofDutyBlackOpsII,CallofDutyGhostsMultiplayer,CallofDutyModernWarfare2Multiplayer,AmericasArmyProvingGrounds
161632739,NEOTOKYO,SidMeiersCivilizationV,Terraria,TeamFortressClassic,DarkSoulsPreparetoDieEdition,Audiosurf,AdVentureCapitalist,DungeonDefenders,CallofDutyModernWarfare3,Unturned,MagickaWizardWars,DragonAgeOriginsUltimateEdition,FalloutNewVegas,Besiege,HalfLife2,WargameEuropeanEscalation,XCOMEnemyUnknown,STARWARSKnightsoftheOldRepublicIITheSithLords,Magicka,Monaco
161634552,NEOTOKYO,ArmaColdWarAssault,DayofDefeatSource,MedievalIITotalWar,HalfLifeDeathmatchSource,FarCry3,EmpireTotalWar,EmilyisAway,Portal,PlanetaryAnnihilation,CallofDutyModernWarfare2Multiplayer,H1Z1TestServer,CallofDutyBlackOpsMultiplayer,SaintsRowTheThird,MedievalIITotalWarKingdoms,Ricochet,TheElderScrollsVSkyrim,BioShockInfinite,SpaceEngineers,PrisonArchitect
161637382,TotalWarSHOGUN2,JustCause2,TheWitcher2AssassinsofKingsEnhancedEdition,CounterStrikeConditionZero,DarkMessiahofMightMagicMultiPlayer,RisingStormRedOrchestra2Multiplayer,GuacameleeGoldEdition,PlanetSide2,Metro2033,FarCry2,Outlast,APBReloaded,DontStarveTogetherBeta,CompanyofHeroesNewSteamVersion,Thief,NapoleonTotalWar,MountBladeWarband,Dishonored,ShadowrunReturns,SaintsRow2
161641723,FootballManager2015,FootballManager2009,FootballManager2012,FootballManager2013,TorchlightII,HitmanAbsolution,CallofDutyAdvancedWarfare,AgeofEmpiresIIHDEdition,DeadIsland,Fallout3GameoftheYearEdition,MedievalIITotalWar,TombRaider,MedalofHonorTMSinglePlayer,GrandTheftAutoSanAndreas,CounterStrikeNexonZombies,WAKFU,OrcsMustDie,RocketLeague,Besiege,AdVentureCapitalist
161654643,NEOTOKYO,RedOrchestraOstfront4145,SourceFilmmaker,MountBladeWarband,JustCause2,TheBindingofIsaac,Arma2OperationArrowhead,Elsword,MortalKombatKollection,APBReloaded,TeamFortress2,DarkSoulsPreparetoDieEdition,DeathmatchClassic,NapoleonTotalWar,EndlessSpace,WormsReloaded,EastIndiaCompanyGold,BatmanArkhamOrigins,ZombiePanicSource,BlacklightRetribution
161657866,Unturned,Left4Dead2,NEOTOKYO,Ricochet,DontStarve,CounterStrike,CastleCrashers,DCUniverseOnline,PAYDAY2,GrandTheftAutoV,CounterStrikeConditionZero,DarkMessiahofMightMagicMultiPlayer,CounterStrikeSource,TorchlightII,CounterStrikeGlobalOffensive,Rust,FreetoPlay,TheWitcher2AssassinsofKingsEnhancedEdition,TotalWarROMEIIEmperorEdition,Loadout
161659407,Arma2OperationArrowhead,PrisonArchitect,TorchlightII,TotalWarSHOGUN2,Besiege,GameDevTycoon,OrcsMustDie2,KerbalSpaceProgram,StarTrekOnline,DungeonDefenders,TotalWarROMEIIEmperorEdition,Tropico3SteamSpecialEdition,H1Z1,OddworldAbesOddysee,RogueLegacy,RisingStormRedOrchestra2Multiplayer,PatchtestingforChivalry,Arma3,MortalKombatKollection,SeriousSamHDTheSecondEncounter
161663718,HalfLifeDeathmatchSource,GoatSimulator,Left4Dead2,NoMoreRoominHell,SpiralKnights,AliensvsPredator,Blender276b,FEAROnline,Portal2,ScribblenautsUnlimited,Trove,BatmanArkhamCityGOTY,CallofDutyModernWarfare3Multiplayer,StarWarsBattlefrontII,Warhammer40000DawnofWarIIRetribution,TheBindingofIsaac,Audiosurf,Terraria,AlienSwarm,TheShip
161672514,ArmaColdWarAssault,Left4Dead,CounterStrikeGlobalOffensive,Arma2OperationArrowhead,DeathmatchClassic,MedievalIITotalWar,RisingStormRedOrchestra2Multiplayer,EastIndiaCompanyGold,BrickForce,AmericasArmyProvingGrounds,ZombiesMonstersRobots,CallofDutyAdvancedWarfareMultiplayer,CallofDutyBlackOpsIIZombies,GarrysMod,PAYDAYTheHeist,HalfLife2EpisodeOne,MortalKombatKollection,NeedforSpeedHotPursuit,TomClancysGhostReconPhantomsNA,RedOrchestraOstfront4145
161759944,XCOMEnemyUnknown,Borderlands,H1Z1TestServer,DarkSoulsPreparetoDieEdition,UniverseSandbox,GarrysMod,CallofDutyBlackOpsMultiplayer,MedievalIITotalWar,EuroTruckSimulator2,HalfLife2EpisodeTwo,DARKSOULSII,CounterStrikeSource,Portal2,AgeofEmpiresIIHDEdition,Dishonored,HalfLife2,TERA,TheForest,MountBladeWarband,TheWitcher3WildHunt
161772384,CounterStrike,CounterStrikeSource,H1Z1,Unturned,Rust,CastleCrashers,AmericasArmyProvingGrounds,DayZ,AceofSpades,HalfLife2Deathmatch,DefyGravity,AlienSwarm,TomClancysGhostReconPhantomsNA,JustCause,UberStrike,PAYDAY2,TheForest,NoMoreRoominHell,HalfLife2,Ricochet
161777161,NEOTOKYO,ArmaColdWarAssault,CallofDutyBlackOps,Portal,Warframe,AmnesiaTheDarkDescent,Borderlands,TheWitcherEnhancedEdition,EmpireTotalWar,Darksiders,DayZ,DontStarveTogetherBeta,H1Z1,BatmanArkhamAsylumGOTYEdition,BattleBlockTheater,SpaceEngineers,PlanetSide2,CompanyofHeroesNewSteamVersion,TheWitcher2AssassinsofKingsEnhancedEdition,CallofDutyWorldatWar
161811523,CastleCrashers,HalfLife2Deathmatch,Dota2,NoMoreRoominHell,DCUniverseOnline,CounterStrikeGlobalOffensive,DontStarve,Left4Dead2,GrandTheftAutoV,JustCause,CallofDutyModernWarfare3,Robocraft,GarrysMod,EverlastingSummer,GoatSimulator,Terraria,CallofDutyAdvancedWarfare,PAYDAY2,RomeTotalWar,Warframe
161816812,CounterStrike,NEOTOKYO,JustCause,CastleCrashers,Portal,DayZ,DeadIslandEpidemic,InfestationSurvivorStories,StarboundUnstable,FootballManager2009,HalfLifeDeathmatchSource,PathofExile,DayofDefeatSource,TomClancysGhostReconPhantomsEU,TotalWarSHOGUN2,Spore,DefyGravity,CallofDutyWorldatWar,HotlineMiami,Arma2
161816929,NEOTOKYO,ArmaColdWarAssault,TheWitcher2AssassinsofKingsEnhancedEdition,DarkMessiahofMightMagicMultiPlayer,TERA,Firefall,Dishonored,TheBindingofIsaac,ARKSurvivalEvolved,CompanyofHeroesNewSteamVersion,Rust,PAYDAY2,CompanyofHeroes2,WAKFU,Unturned,Terraria,FarCry3,DarkSoulsPreparetoDieEdition,Robocraft,EmilyisAway
